query,mode,rater,relevance,accuracy,completeness,usefulness,json_valid
Sebutkan 3 event UIB terdekat mulai hari ini.,baseline,B,2,0,4,3,0
Sebutkan 3 event UIB terdekat mulai hari ini.,engineered,A,4,1,4,3,1
Sebutkan 3 event UIB terdekat mulai hari ini.,engineered,B,4,1,5,5,1
Daftar semua event UIB bulan November 2025 beserta tanggal dan lokasi.,baseline,A,3,0,4,3,0
Daftar semua event UIB bulan November 2025 beserta tanggal dan lokasi.,baseline,B,2,1,3,3,0
Daftar semua event UIB bulan November 2025 beserta tanggal dan lokasi.,engineered,A,3,1,5,5,1
Daftar semua event UIB bulan November 2025 beserta tanggal dan lokasi.,engineered,B,4,1,4,5,1
Apa kontak resmi UIB untuk informasi event dan situs rujukannya?,baseline,A,2,1,3,2,0
Apa kontak resmi UIB untuk informasi event dan situs rujukannya?,baseline,B,2,1,2,3,0
Apa kontak resmi UIB untuk informasi event dan situs rujukannya?,engineered,A,4,1,4,5,0
Apa kontak resmi UIB untuk informasi event dan situs rujukannya?,engineered,B,5,1,3,5,1
Ada acara di bulan 11?,baseline,A,4,1,2,3,1
Ada acara di bulan 11?,baseline,B,2,1,3,4,1
Ada acara di bulan 11?,engineered,A,4,0,4,4,1
Ada acara di bulan 11?,engineered,B,5,0,3,4,1
Ada acara minggu depan? (tolong sebutkan tanggalnya),baseline,A,4,1,4,3,0
Ada acara minggu depan? (tolong sebutkan tanggalnya),baseline,B,4,0,3,3,0
Ada acara minggu depan? (tolong sebutkan tanggalnya),engineered,A,3,1,4,4,1
Ada acara minggu depan? (tolong sebutkan tanggalnya),engineered,B,4,1,4,4,1
"Kapan seminar UIB berikutnya? Jika lebih dari satu, pilih yang paling dekat.",baseline,A,3,1,3,4,0
"Kapan seminar UIB berikutnya? Jika lebih dari satu, pilih yang paling dekat.",baseline,B,4,1,3,3,0
"Kapan seminar UIB berikutnya? Jika lebih dari satu, pilih yang paling dekat.",engineered,A,5,1,5,5,1
"Kapan seminar UIB berikutnya? Jika lebih dari satu, pilih yang paling dekat.",engineered,B,4,1,5,4,0
Urutkan event UIB Oktober 2025 berdasarkan tanggal (awal → akhir).,baseline,A,2,0,3,4,1
Urutkan event UIB Oktober 2025 berdasarkan tanggal (awal → akhir).,baseline,B,4,1,4,3,1
Urutkan event UIB Oktober 2025 berdasarkan tanggal (awal → akhir).,engineered,A,4,0,4,5,1
Urutkan event UIB Oktober 2025 berdasarkan tanggal (awal → akhir).,engineered,B,3,1,4,5,0
"Tampilkan event UIB bertipe ‘webinar’ dan ‘certification’ di November 2025, pisahkan per tipe.",baseline,A,3,1,3,3,0
"Tampilkan event UIB bertipe ‘webinar’ dan ‘certification’ di November 2025, pisahkan per tipe.",baseline,B,2,1,3,4,0
"Tampilkan event UIB bertipe ‘webinar’ dan ‘certification’ di November 2025, pisahkan per tipe.",engineered,A,5,1,4,4,1
"Tampilkan event UIB bertipe ‘webinar’ dan ‘certification’ di November 2025, pisahkan per tipe.",engineered,B,4,1,3,3,1
"Ringkas event UIB per bulan (Oktober, November, Desember 2025) dalam bullet singkat.",baseline,A,3,1,3,3,1
"Ringkas event UIB per bulan (Oktober, November, Desember 2025) dalam bullet singkat.",baseline,B,3,1,4,2,0
"Ringkas event UIB per bulan (Oktober, November, Desember 2025) dalam bullet singkat.",engineered,A,4,1,5,5,1
"Ringkas event UIB per bulan (Oktober, November, Desember 2025) dalam bullet singkat.",engineered,B,2,0,3,3,1
Sebutkan lokasi setiap event UIB di November 2025 (gedung/ruang).,baseline,A,3,1,3,2,0
Sebutkan lokasi setiap event UIB di November 2025 (gedung/ruang).,baseline,B,4,1,3,2,0
Sebutkan lokasi setiap event UIB di November 2025 (gedung/ruang).,engineered,A,5,1,4,4,1
Sebutkan lokasi setiap event UIB di November 2025 (gedung/ruang).,engineered,B,5,1,5,5,1
Rekomendasikan event UIB paling relevan untuk mahasiswa baru pada November 2025 (berdasarkan judul/deskripsi) dan jelaskan alasannya singkat.,baseline,A,2,1,3,5,1
Rekomendasikan event UIB paling relevan untuk mahasiswa baru pada November 2025 (berdasarkan judul/deskripsi) dan jelaskan alasannya singkat.,baseline,B,4,1,3,3,1
Rekomendasikan event UIB paling relevan untuk mahasiswa baru pada November 2025 (berdasarkan judul/deskripsi) dan jelaskan alasannya singkat.,engineered,A,4,1,4,5,1
Rekomendasikan event UIB paling relevan untuk mahasiswa baru pada November 2025 (berdasarkan judul/deskripsi) dan jelaskan alasannya singkat.,engineered,B,5,1,4,4,1
Tampilkan 3 gambar kampus UIB bertopik ‘UIB Tower’.,baseline,A,2,1,3,3,1
Tampilkan 3 gambar kampus UIB bertopik ‘UIB Tower’.,baseline,B,3,1,3,2,1
Tampilkan 3 gambar kampus UIB bertopik ‘UIB Tower’.,engineered,A,4,1,5,4,1
Tampilkan 3 gambar kampus UIB bertopik ‘UIB Tower’.,engineered,B,2,1,5,5,1
Cari 3 gambar ‘kampus UIB’ dan tampilkan sumbernya.,baseline,A,4,1,5,3,0
Cari 3 gambar ‘kampus UIB’ dan tampilkan sumbernya.,baseline,B,2,1,3,3,1
Cari 3 gambar ‘kampus UIB’ dan tampilkan sumbernya.,engineered,A,4,1,5,4,1
Cari 3 gambar ‘kampus UIB’ dan tampilkan sumbernya.,engineered,B,5,1,4,4,1
webinar uib nov 2025 apa aja?,baseline,A,3,1,4,4,0
webinar uib nov 2025 apa aja?,baseline,B,4,1,4,4,1
webinar uib nov 2025 apa aja?,engineered,A,5,1,4,4,1
webinar uib nov 2025 apa aja?,engineered,B,5,1,4,5,1
